Species	Length	LocusType
Dpul	2009	piLocus
Dpul	3044	iiLocus
Dpul	1564	piLocus
Dpul	6876	iiLocus
Dpul	14248	piLocus
Dpul	811	iiLocus
Dpul	1900	piLocus
Dpul	1356	iiLocus
Dpul	3751	piLocus
Dpul	1376	iiLocus
Dpul	3974	piLocus
Dpul	8164	piLocus
Dpul	12940	piLocus
Dpul	1265	iiLocus
Dpul	2837	piLocus
Dpul	1791	piLocus
Dpul	3240	piLocus
Dpul	1774	piLocus
Dpul	1692	piLocus
Dpul	13052	iiLocus
Dpul	2759	piLocus
Dpul	4495	piLocus
Dpul	1910	iiLocus
Dpul	2565	piLocus
Dpul	13016	iiLocus
Dpul	3022	piLocus
Dpul	5027	piLocus
Dpul	819	iiLocus
Dpul	6114	piLocus
Dpul	614	iiLocus
Dpul	1617	piLocus
Dpul	2184	piLocus
Dpul	1396	piLocus
Dpul	920	iiLocus
Dpul	1421	piLocus
Dpul	1585	piLocus
Dpul	1709	piLocus
Dpul	2780	piLocus
Dpul	4821	ciLocus
Dpul	4222	piLocus
Dpul	3031	piLocus
Dpul	3954	piLocus
Dpul	3099	piLocus
Dpul	2620	piLocus
Dpul	5113	piLocus
Dpul	4879	iiLocus
Dpul	3037	piLocus
Dpul	3089	piLocus
Dpul	6345	piLocus
Dpul	1046	iiLocus
Dpul	1309	piLocus
Dpul	4465	iiLocus
Dpul	5386	piLocus
Dpul	1133	iiLocus
Dpul	2391	piLocus
Dpul	3017	piLocus
Dpul	1439	iiLocus
Dpul	3704	piLocus
Dpul	1271	piLocus
Dpul	4168	piLocus
Dpul	10643	piLocus
Dpul	16508	iiLocus
Dpul	4367	piLocus
Dpul	13274	iiLocus
Dpul	6326	piLocus
Dpul	23189	iiLocus
Dpul	25751	piLocus
Dpul	24581	iiLocus
Dpul	10242	piLocus
Dpul	10576	iiLocus
Dpul	24025	piLocus
Dpul	1532	piLocus
Dpul	3542	iiLocus
Dpul	1377	piLocus
Dpul	2175	iiLocus
Dpul	2821	piLocus
Dpul	2457	piLocus
Dpul	1890	piLocus
Dpul	4305	iiLocus
Dpul	2170	piLocus
Dpul	702	iiLocus
Dpul	5863	piLocus
Dpul	3550	iiLocus
Dpul	1421	piLocus
Dpul	3726	iiLocus
Dpul	6259	piLocus
Dpul	4016	iiLocus
Dpul	4701	piLocus
Dpul	7036	piLocus
Dpul	557	iiLocus
Dpul	2935	piLocus
Dpul	2114	iiLocus
Dpul	10352	piLocus
Dpul	5513	iiLocus
Dpul	3347	piLocus
Dpul	1057	iiLocus
Dpul	1717	piLocus
Dpul	7496	piLocus
Dpul	580	iiLocus
Dpul	3980	piLocus
Dpul	2662	piLocus
Dpul	19274	iiLocus
Dpul	1818	piLocus
Dpul	1752	iiLocus
Dpul	5854	piLocus
Dpul	3717	piLocus
Dpul	3407	piLocus
Dpul	6553	piLocus
Dpul	2633	piLocus
Dpul	1465	iiLocus
Dpul	1962	piLocus
Dpul	2761	piLocus
Dpul	9575	iiLocus
Dpul	3520	piLocus
Dpul	4801	iiLocus
Dpul	3916	piLocus
Dpul	20437	iiLocus
Dpul	1885	piLocus
Dpul	13027	iiLocus
Dpul	11261	piLocus
Dpul	11375	iiLocus
Dpul	1484	piLocus
Dpul	11973	iiLocus
Dpul	3637	piLocus
Dpul	2136	piLocus
Dpul	2280	piLocus
Dpul	5206	iiLocus
Dpul	1357	piLocus
Dpul	4401	iiLocus
Dpul	1960	piLocus
Dpul	2511	piLocus
Dpul	8759	iiLocus
Dpul	2888	piLocus
Dpul	3437	piLocus
Dpul	15586	piLocus
Dpul	636	iiLocus
Dpul	2282	piLocus
Dpul	1212	iiLocus
Dpul	3145	piLocus
Dpul	1472	iiLocus
Dpul	3299	piLocus
Dpul	3772	piLocus
Dpul	2121	piLocus
Dpul	2372	piLocus
Dpul	1420	piLocus
Dpul	2002	piLocus
Dpul	7026	iiLocus
Dpul	2228	piLocus
Dpul	3659	piLocus
Dpul	3010	piLocus
Dpul	6692	piLocus
Dpul	3693	piLocus
Dpul	1600	piLocus
Dpul	1866	iiLocus
Dpul	3388	piLocus
Dpul	2172	piLocus
Dpul	2206	piLocus
Dpul	2929	iiLocus
Dpul	4226	piLocus
Dpul	1942	piLocus
Dpul	2017	piLocus
Dpul	2809	piLocus
Dpul	2021	piLocus
Dpul	6275	iiLocus
Dpul	4103	piLocus
Dpul	2416	piLocus
Dpul	2602	piLocus
Dpul	2886	piLocus
Dpul	1482	piLocus
Dpul	1795	iiLocus
Dpul	3330	piLocus
Dpul	3035	piLocus
Dpul	17529	piLocus
Dpul	917	iiLocus
Dpul	7133	piLocus
Dpul	6432	piLocus
Dpul	986	iiLocus
Dpul	6600	piLocus
Dpul	8312	iiLocus
Dpul	2575	piLocus
Dpul	19013	iiLocus
Dpul	3383	piLocus
Dpul	1693	piLocus
Dpul	2149	piLocus
Dpul	26504	piLocus
Dpul	4314	piLocus
Dpul	2261	piLocus
Dpul	3596	iiLocus
Dpul	1680	piLocus
Dpul	1340	piLocus
Dpul	5824	piLocus
Dpul	2731	piLocus
Dpul	2062	piLocus
Dpul	25287	iiLocus
Dpul	7696	piLocus
Dpul	12528	iiLocus
Dpul	1334	piLocus
Dpul	4957	piLocus
Dpul	699	iiLocus
Dpul	5273	piLocus
Dpul	6100	iiLocus
Dpul	1357	piLocus
Dpul	9190	piLocus
Dpul	2041	piLocus
Dpul	2842	iiLocus
Dpul	6640	piLocus
Dpul	4979	piLocus
Dpul	1868	iiLocus
Dpul	4337	piLocus
Dpul	4979	iiLocus
Dpul	4185	piLocus
Dpul	8421	piLocus
Dpul	4654	iiLocus
Dpul	1631	piLocus
Dpul	2728	iiLocus
Dpul	1289	piLocus
Dpul	1594	piLocus
Dpul	4661	piLocus
Dpul	2389	iiLocus
Dpul	6087	piLocus
Dpul	4227	iiLocus
Dpul	2791	piLocus
Dpul	115620	piLocus
Dpul	2137	piLocus
Dpul	5527	piLocus
Dpul	1146	iiLocus
Dpul	1242	piLocus
Dpul	894	iiLocus
Dpul	7123	piLocus
Dpul	3266	iiLocus
Dpul	6459	piLocus
Dpul	5781	iiLocus
Dpul	3657	piLocus
Dpul	749	iiLocus
Dpul	3471	piLocus
Dpul	4881	piLocus
Dpul	2875	piLocus
Dpul	7172	piLocus
Dpul	1857	piLocus
Dpul	2253	piLocus
Dpul	1511	piLocus
Dpul	2229	piLocus
Dpul	835	iiLocus
Dpul	2334	piLocus
Dpul	2437	piLocus
Dpul	2341	piLocus
Dpul	1526	piLocus
Dpul	1886	piLocus
Dpul	2528	piLocus
Dpul	3236	piLocus
Dpul	3034	piLocus
Dpul	2797	piLocus
Dpul	1777	piLocus
Dpul	1575	piLocus
Dpul	1991	piLocus
Dpul	1437	piLocus
Dpul	4502	iiLocus
Dpul	1366	piLocus
Dpul	4321	piLocus
Dpul	9217	iiLocus
Dpul	3620	piLocus
Dpul	3824	iiLocus
Dpul	2542	piLocus
Dpul	2975	iiLocus
Dpul	2553	piLocus
Dpul	2053	iiLocus
Dpul	3751	piLocus
Dpul	4405	piLocus
Dpul	2169	piLocus
Dpul	1661	iiLocus
Dpul	2711	piLocus
Dpul	4133	piLocus
Dpul	4058	piLocus
Dpul	3778	piLocus
Dpul	1153	iiLocus
Dpul	3873	piLocus
Dpul	2501	piLocus
Dpul	2084	piLocus
Dpul	2594	piLocus
Dpul	2655	piLocus
Dpul	2520	piLocus
Dpul	2634	piLocus
Dpul	2388	piLocus
Dpul	4130	piLocus
Dpul	2866	piLocus
Dpul	2433	piLocus
Dpul	1957	piLocus
Dpul	1130	iiLocus
Dpul	10817	piLocus
Dpul	2846	iiLocus
Dpul	3105	piLocus
Dpul	1577	piLocus
Dpul	777	iiLocus
Dpul	7100	piLocus
Dpul	10436	iiLocus
Dpul	3900	piLocus
Dpul	20651	iiLocus
Dpul	3802	piLocus
Dpul	2416	piLocus
Dpul	1660	piLocus
Dpul	3986	piLocus
Dpul	5489	piLocus
Dpul	2443	piLocus
Dpul	9730	iiLocus
Dpul	1243	piLocus
Dpul	1624	piLocus
Dpul	2811	piLocus
Dpul	3346	piLocus
Dpul	1568	piLocus
Dpul	1814	iiLocus
Dpul	1513	piLocus
Dpul	1959	piLocus
Dpul	2394	piLocus
Dpul	1540	piLocus
Dpul	2268	piLocus
Dpul	1809	piLocus
Dpul	2093	piLocus
Dpul	2813	piLocus
Dpul	6088	piLocus
Dpul	5638	piLocus
Dpul	4664	piLocus
Dpul	4586	iiLocus
Dpul	3099	piLocus
Dpul	2726	piLocus
Dpul	5149	piLocus
Dpul	1773	piLocus
Dpul	5493	piLocus
Dpul	2381	piLocus
Dpul	2662	piLocus
Dpul	2087	piLocus
Dpul	4135	piLocus
Dpul	2631	piLocus
Dpul	2188	piLocus
Dpul	3905	piLocus
Dpul	2954	piLocus
Dpul	2044	piLocus
Dpul	1740	piLocus
Dpul	1974	piLocus
Dpul	2010	piLocus
Dpul	2118	iiLocus
Dpul	3222	piLocus
Dpul	1189	piLocus
Dpul	3636	iiLocus
Dpul	1756	piLocus
Dpul	1687	piLocus
Dpul	3993	iiLocus
Dpul	2801	piLocus
Dpul	1712	piLocus
Dpul	3475	iiLocus
Dpul	3158	piLocus
Dpul	1274	iiLocus
Dpul	1918	piLocus
Dpul	4342	piLocus
Dpul	8767	iiLocus
Dpul	3082	piLocus
Dpul	14567	piLocus
Dpul	34715	piLocus
Dpul	2614	iiLocus
Dpul	6088	piLocus
Dpul	6834	piLocus
Dpul	3556	piLocus
Dpul	1966	piLocus
Dpul	1411	piLocus
Dpul	4051	piLocus
Dpul	1674	piLocus
Dpul	2469	piLocus
Dpul	3552	piLocus
Dpul	5392	piLocus
Dpul	3779	iiLocus
Dpul	3677	piLocus
Dpul	2661	piLocus
Dpul	680	iiLocus
Dpul	1891	piLocus
Dpul	5202	iiLocus
Dpul	5478	piLocus
Dpul	17395	iiLocus
Dpul	4723	piLocus
Dpul	8250	fiLocus
Dpul	2088	piLocus
Dpul	1704	iiLocus
Dpul	1819	piLocus
Dpul	1634	iiLocus
Dpul	1346	piLocus
Dpul	4198	piLocus
Dpul	1010	iiLocus
Dpul	1812	piLocus
Dpul	22897	iiLocus
Dpul	3954	piLocus
Dpul	1626	piLocus
Dpul	4039	piLocus
Dpul	2386	piLocus
Dpul	2909	piLocus
Dpul	1298	piLocus
Dpul	11646	iiLocus
Dpul	1877	piLocus
Dpul	1559	piLocus
Dpul	3330	iiLocus
Dpul	15083	piLocus
Dpul	7863	iiLocus
Dpul	2051	piLocus
Dpul	5248	piLocus
Dpul	9802	iiLocus
Dpul	2141	piLocus
Dpul	1687	piLocus
Dpul	3550	iiLocus
Dpul	2520	piLocus
Dpul	1869	iiLocus
Dpul	2230	piLocus
Dpul	12357	iiLocus
Dpul	1779	piLocus
Dpul	10572	iiLocus
Dpul	1471	piLocus
Dpul	1145	iiLocus
Dpul	1858	piLocus
Dpul	1437	piLocus
Dpul	3850	iiLocus
Dpul	1455	piLocus
Dpul	2839	piLocus
Dpul	6899	iiLocus
Dpul	4831	piLocus
Dpul	2886	piLocus
Dpul	5045	iiLocus
Dpul	1676	piLocus
Dpul	1339	piLocus
Dpul	1394	piLocus
Dpul	1407	piLocus
Dpul	10424	iiLocus
Dpul	3748	piLocus
Dpul	609	iiLocus
Dpul	1358	piLocus
Dpul	932	iiLocus
Dpul	1552	piLocus
Dpul	3745	iiLocus
Dpul	1924	piLocus
Dpul	2310	piLocus
Dpul	1942	piLocus
Dpul	6071	piLocus
Dpul	1824	piLocus
Dpul	2562	piLocus
Dpul	2588	iiLocus
Dpul	15697	ciLocus
Dpul	3977	iiLocus
Dpul	6237	piLocus
Dpul	59522	iiLocus
Dpul	4873	piLocus
Dpul	2967	piLocus
Dpul	4472	piLocus
Dpul	1858	piLocus
Dpul	2855	piLocus
Dpul	3389	piLocus
Dpul	6989	iiLocus
Dpul	1656	piLocus
Dpul	3519	piLocus
Dpul	1121	iiLocus
Dpul	1475	piLocus
Dpul	2348	piLocus
Dpul	1003	iiLocus
Dpul	3061	piLocus
Dpul	1971	iiLocus
Dpul	4290	piLocus
Dpul	887	iiLocus
Dpul	3676	piLocus
Dpul	673	iiLocus
Dpul	1869	piLocus
Dpul	1312	piLocus
Dpul	2797	piLocus
Dpul	3925	piLocus
Dpul	1825	piLocus
Dpul	3115	piLocus
Dpul	2311	piLocus
Dpul	1917	iiLocus
Dpul	4014	piLocus
Dpul	2665	iiLocus
Dpul	1777	piLocus
Dpul	1319	piLocus
Dpul	3061	piLocus
Dpul	2013	piLocus
Dpul	1707	piLocus
Dpul	4490	piLocus
Dpul	2161	piLocus
Dpul	2323	piLocus
Dpul	2635	piLocus
Dpul	3423	piLocus
Dpul	2503	piLocus
Dpul	1264	piLocus
Dpul	2631	iiLocus
Dpul	1702	piLocus
Dpul	4934	piLocus
Dpul	5297	piLocus
Dpul	1500	piLocus
Dpul	1063	iiLocus
Dpul	5104	piLocus
Dpul	1827	piLocus
Dpul	8126	piLocus
Dpul	5028	piLocus
Dpul	2553	piLocus
Dpul	20537	piLocus
Dpul	13367	piLocus
Dpul	1315	piLocus
Dpul	735	iiLocus
Dpul	1291	piLocus
Dpul	1527	piLocus
Dpul	6827	iiLocus
Dpul	1816	piLocus
Dpul	1665	iiLocus
Dpul	4708	piLocus
Dpul	5301	piLocus
Dpul	4338	piLocus
Dpul	1375	iiLocus
Dpul	4501	piLocus
Dpul	2300	piLocus
Dpul	763	iiLocus
Dpul	2202	piLocus
Dpul	1210	iiLocus
Dpul	2230	piLocus
Dpul	7358	piLocus
Dpul	5431	iiLocus
Dpul	2607	piLocus
Dpul	3933	piLocus
Dpul	2523	piLocus
Dpul	2861	piLocus
Dpul	1293	iiLocus
Dpul	2342	piLocus
Dpul	4321	iiLocus
Dpul	1726	piLocus
Dpul	1764	iiLocus
Dpul	1856	piLocus
Dpul	6371	piLocus
Dpul	9913	iiLocus
Dpul	4550	piLocus
Dpul	4783	piLocus
Dpul	3325	piLocus
Dpul	1714	piLocus
Dpul	4399	iiLocus
Dpul	2439	piLocus
Dpul	3805	piLocus
Dpul	5946	piLocus
Dpul	1449	piLocus
Dpul	10803	piLocus
Dpul	960	iiLocus
Dpul	3241	piLocus
Dpul	2835	piLocus
Dpul	4692	piLocus
Dpul	6904	piLocus
Dpul	2608	iiLocus
Dpul	1771	piLocus
Dpul	2185	piLocus
Dpul	2066	piLocus
Dpul	2010	piLocus
Dpul	2208	piLocus
Dpul	3236	piLocus
Dpul	2206	piLocus
Dpul	3838	piLocus
Dpul	7695	piLocus
Dpul	4027	piLocus
Dpul	1760	piLocus
Dpul	12786	piLocus
Dpul	4375	iiLocus
Dpul	16511	piLocus
Dpul	4482	piLocus
Dpul	4674	piLocus
Dpul	1393	iiLocus
Dpul	4902	piLocus
Dpul	2391	piLocus
Dpul	3000	piLocus
Dpul	3689	iiLocus
Dpul	3010	piLocus
Dpul	3409	piLocus
Dpul	2915	piLocus
Dpul	4667	piLocus
Dpul	3079	piLocus
Dpul	3003	piLocus
Dpul	2613	piLocus
Dpul	4622	piLocus
Dpul	4661	iiLocus
Dpul	1912	piLocus
Dpul	18384	piLocus
Dpul	11899	piLocus
Dpul	8286	iiLocus
Dpul	2083	piLocus
Dpul	9161	iiLocus
Dpul	13915	piLocus
Dpul	32056	piLocus
Dpul	5782	piLocus
Dpul	11604	piLocus
Dpul	2082	piLocus
Dpul	3882	piLocus
Dpul	3588	piLocus
Dpul	2016	iiLocus
Dpul	2079	piLocus
Dpul	1815	piLocus
Dpul	1923	piLocus
Dpul	4800	piLocus
Dpul	5145	piLocus
Dpul	3327	iiLocus
Dpul	2172	piLocus
Dpul	2802	iiLocus
Dpul	2598	piLocus
Dpul	1849	piLocus
Dpul	2377	piLocus
Dpul	2069	piLocus
Dpul	2051	piLocus
Dpul	3514	piLocus
Dpul	2273	piLocus
Dpul	2466	piLocus
Dpul	2361	piLocus
Dpul	1925	iiLocus
Dpul	1976	piLocus
Dpul	1308	iiLocus
Dpul	3692	piLocus
Dpul	6089	iiLocus
Dpul	2296	piLocus
Dpul	1610	piLocus
Dpul	2585	iiLocus
Dpul	2372	piLocus
Dpul	1880	piLocus
Dpul	1700	piLocus
Dpul	1607	piLocus
Dpul	1716	piLocus
Dpul	613	iiLocus
Dpul	1947	piLocus
Dpul	1845	piLocus
Dpul	1628	piLocus
Dpul	2083	piLocus
Dpul	1702	piLocus
Dpul	1800	piLocus
Dpul	1714	piLocus
Dpul	1818	piLocus
Dpul	22519	iiLocus
Dpul	6440	piLocus
Dpul	1483	piLocus
Dpul	6125	iiLocus
Dpul	1911	piLocus
Dpul	4166	piLocus
Dpul	4887	piLocus
Dpul	3776	piLocus
Dpul	6577	piLocus
Dpul	4613	piLocus
Dpul	2796	piLocus
Dpul	3702	iiLocus
Dpul	10109	piLocus
Dpul	827	iiLocus
Dpul	3006	piLocus
Dpul	4414	piLocus
Dpul	3681	piLocus
Dpul	2386	piLocus
Dpul	2364	piLocus
Dpul	5342	piLocus
Dpul	2252	piLocus
Dpul	2513	iiLocus
Dpul	4968	piLocus
Dpul	12052	piLocus
Dpul	688	iiLocus
Dpul	2507	piLocus
Dpul	2988	piLocus
Dpul	2313	piLocus
Dpul	4301	piLocus
Dpul	1860	iiLocus
Dpul	1516	piLocus
Dpul	511	iiLocus
Dpul	10167	piLocus
Dpul	1677	iiLocus
Dpul	2469	piLocus
Dpul	7825	piLocus
Dpul	2217	piLocus
Dpul	1977	piLocus
Dpul	2443	piLocus
Dpul	1564	iiLocus
Dpul	5252	piLocus
Dpul	18599	iiLocus
Dpul	31929	piLocus
Dpul	4458	piLocus
Dpul	4977	ciLocus
Dpul	4028	piLocus
Dpul	16141	piLocus
Dpul	2791	piLocus
Dpul	1732	piLocus
Dpul	4009	piLocus
Dpul	830	iiLocus
Dpul	11634	piLocus
Dpul	5907	piLocus
Dpul	11928	piLocus
Dpul	2894	iiLocus
Dpul	3921	piLocus
Dpul	7062	iiLocus
Dpul	1619	piLocus
Dpul	1822	piLocus
Dpul	4065	piLocus
Dpul	10279	piLocus
Dpul	7307	iiLocus
Dpul	1465	piLocus
Dpul	1249	iiLocus
Dpul	1995	piLocus
Dpul	816	iiLocus
Dpul	7953	piLocus
Dpul	2954	piLocus
Dpul	3552	piLocus
Dpul	2767	piLocus
Dpul	901	iiLocus
Dpul	2344	piLocus
Dpul	1382	iiLocus
Dpul	2234	piLocus
Dpul	2127	piLocus
Dpul	3810	piLocus
Dpul	816	iiLocus
Dpul	2821	piLocus
Dpul	2387	piLocus
Dpul	18936	iiLocus
Dpul	5244	piLocus
Dpul	2352	piLocus
Dpul	3696	piLocus
Dpul	2161	piLocus
Dpul	4098	piLocus
Dpul	2498	piLocus
Dpul	1321	iiLocus
Dpul	1911	piLocus
Dpul	3167	piLocus
Dpul	554	iiLocus
Dpul	2231	piLocus
Dpul	1414	iiLocus
Dpul	1243	piLocus
Dpul	4714	iiLocus
Dpul	7030	piLocus
Dpul	10647	piLocus
Dpul	927	iiLocus
Dpul	2273	piLocus
Dpul	1508	piLocus
Dpul	1582	piLocus
Dpul	1735	piLocus
Dpul	1934	piLocus
Dpul	2151	piLocus
Dpul	719	iiLocus
Dpul	5727	piLocus
Dpul	627	iiLocus
Dpul	1471	piLocus
Dpul	1663	piLocus
Dpul	2054	piLocus
Dpul	642	iiLocus
Dpul	1581	piLocus
Dpul	2025	piLocus
Dpul	2393	piLocus
Dpul	4510	iiLocus
Dpul	2953	piLocus
Dpul	1833	piLocus
Dpul	1312	fiLocus
Dpul	7575	piLocus
Dpul	3327	piLocus
Dpul	8049	iiLocus
Dpul	1291	piLocus
Dpul	946	iiLocus
Dpul	2258	piLocus
Dpul	4718	iiLocus
Dpul	1480	piLocus
Dpul	28223	iiLocus
Dpul	2909	piLocus
Dpul	3187	piLocus
Dpul	2461	piLocus
Dpul	6605	iiLocus
Dpul	5150	piLocus
Dpul	3297	iiLocus
Dpul	1637	piLocus
Dpul	1326	piLocus
Dpul	6684	iiLocus
Dpul	1821	piLocus
Dpul	1546	piLocus
Dpul	9664	iiLocus
Dpul	1261	piLocus
Dpul	2917	piLocus
Dpul	7321	iiLocus
Dpul	2263	piLocus
Dpul	997	iiLocus
Dpul	1736	piLocus
Dpul	12599	piLocus
Dpul	2931	piLocus
Dpul	5933	iiLocus
Dpul	4071	piLocus
Dpul	1960	piLocus
Dpul	29223	iiLocus
Dpul	1956	piLocus
Dpul	7029	fiLocus
Dpul	3826	fiLocus
Dpul	2286	piLocus
Dpul	1703	fiLocus
Dpul	1900	piLocus
Dpul	5964	fiLocus
Dpul	1718	fiLocus
Dpul	1315	piLocus
Dpul	29757	fiLocus
Dpul	4817	fiLocus
Dpul	2276	piLocus
Dpul	1749	piLocus
Dpul	4270	fiLocus
Dpul	1737	piLocus
Dpul	5268	piLocus
Dpul	1454	iiLocus
Dpul	1369	piLocus
Dpul	2368	piLocus
Dpul	35159	iiLocus
Dpul	1684	piLocus
Dpul	1621	piLocus
Dpul	11225	iiLocus
Dpul	6527	piLocus
Dpul	3284	piLocus
Dpul	1510	piLocus
Dpul	2458	piLocus
Dpul	7121	iiLocus
Dpul	5158	piLocus
Dpul	516	iiLocus
Dpul	6096	piLocus
Dpul	3496	piLocus
Dpul	1516	piLocus
Dpul	2251	piLocus
Dpul	1313	piLocus
Dpul	2643	piLocus
Dpul	6266	iiLocus
Dpul	3534	piLocus
Dpul	3791	piLocus
Dpul	8940	iiLocus
Dpul	1795	piLocus
Dpul	4989	iiLocus
Dpul	5826	piLocus
Dpul	2508	iiLocus
Dpul	1805	piLocus
Dpul	2500	piLocus
Dpul	10711	iiLocus
Dpul	17091	piLocus
Dpul	1512	piLocus
Dpul	2410	piLocus
Dpul	1111	piLocus
Dpul	1439	piLocus
Dpul	6359	fiLocus
Dpul	2299	piLocus
Dpul	5489	fiLocus
Dpul	7783	fiLocus
Dpul	7786	fiLocus
Dpul	716	fiLocus
Dpul	2419	piLocus
Dpul	8221	iiLocus
Dpul	2533	piLocus
Dpul	2801	iiLocus
Dpul	1192	piLocus
Dpul	2050	iiLocus
Dpul	3545	piLocus
Dpul	2439	piLocus
Dpul	1878	piLocus
Dpul	9204	iiLocus
Dpul	2085	piLocus
Dpul	1878	piLocus
Dpul	2444	iiLocus
Dpul	2351	piLocus
Dpul	2130	piLocus
Dpul	1907	iiLocus
Dpul	1824	piLocus
Dpul	3271	iiLocus
Dpul	1412	piLocus
Dpul	1533	piLocus
Dpul	17525	iiLocus
Dpul	1450	piLocus
Dpul	2592	iiLocus
Dpul	1926	piLocus
Dpul	1379	iiLocus
Dpul	9130	piLocus
Dpul	3995	iiLocus
Dpul	1632	piLocus
Dpul	6208	iiLocus
Dpul	2509	piLocus
Dpul	2519	iiLocus
Dpul	1796	piLocus
Dpul	2367	iiLocus
Dpul	4193	piLocus
Dpul	11295	iiLocus
Dpul	1679	piLocus
Dpul	562	iiLocus
Dpul	2192	piLocus
Dpul	1510	piLocus
Dpul	3301	iiLocus
Dpul	4816	piLocus
Dpul	16563	piLocus
Dpul	2242	iiLocus
Dpul	1744	piLocus
Dpul	6290	iiLocus
Dpul	2330	piLocus
Dpul	6898	fiLocus
Dpul	7783	fiLocus
Dpul	7769	fiLocus
Dpul	2174	piLocus
Dpul	3413	iiLocus
Dpul	2186	piLocus
Dpul	7684	fiLocus
Dpul	2324	piLocus
Dpul	7802	iiLocus
Dpul	1445	piLocus
Dpul	14277	iiLocus
Dpul	1534	piLocus
Dpul	14081	iiLocus
Dpul	1492	piLocus
Dpul	8483	iiLocus
Dpul	1162	piLocus
Dpul	20114	iiLocus
Dpul	1546	piLocus
Dpul	4552	iiLocus
Dpul	2590	piLocus
Dpul	1759	piLocus
Dpul	1714	piLocus
Dpul	2484	iiLocus
Dpul	1687	piLocus
Dpul	2946	iiLocus
Dpul	2358	piLocus
Dpul	23838	iiLocus
Dpul	2582	piLocus
Dpul	1497	piLocus
Dpul	15804	iiLocus
Dpul	1419	piLocus
Dpul	2501	piLocus
Dpul	4426	iiLocus
Dpul	3385	piLocus
Dpul	790	iiLocus
Dpul	1420	piLocus
Dpul	1448	iiLocus
Dpul	1597	piLocus
Dpul	1807	piLocus
Dpul	1848	piLocus
Dpul	34423	fiLocus
Dpul	7758	fiLocus
Dpul	7754	fiLocus
Dpul	7750	fiLocus
Dpul	2091	piLocus
Dpul	5658	fiLocus
Dpul	7742	fiLocus
Dpul	43530	fiLocus
Dpul	2642	piLocus
Dpul	16157	iiLocus
Dpul	4074	piLocus
Dpul	9842	iiLocus
Dpul	3701	piLocus
Dpul	2221	iiLocus
Dpul	1366	piLocus
Dpul	1576	piLocus
Dpul	691	iiLocus
Dpul	3591	piLocus
Dpul	1741	iiLocus
Dpul	2511	piLocus
Dpul	12619	iiLocus
Dpul	1540	piLocus
Dpul	69581	iiLocus
Dpul	15679	piLocus
Dpul	1117	iiLocus
Dpul	3076	piLocus
Dpul	7741	fiLocus
Dpul	1754	fiLocus
Dpul	5420	piLocus
Dpul	568	fiLocus
Dpul	2732	piLocus
Dpul	5057	fiLocus
Dpul	2685	fiLocus
Dpul	1421	piLocus
Dpul	3630	fiLocus
Dpul	4081	fiLocus
Dpul	1291	piLocus
Dpul	28834	fiLocus
Dpul	30164	fiLocus
Dpul	5504	ciLocus
Dpul	4369	iiLocus
Dpul	2393	piLocus
Dpul	551	iiLocus
Dpul	1267	piLocus
Dpul	19041	iiLocus
Dpul	1231	piLocus
Dpul	4587	piLocus
Dpul	2634	piLocus
Dpul	2954	iiLocus
Dpul	1868	piLocus
Dpul	1427	piLocus
Dpul	1482	iiLocus
Dpul	2359	piLocus
Dpul	22393	iiLocus
Dpul	3479	piLocus
Dpul	1739	piLocus
Dpul	7721	iiLocus
Dpul	1656	piLocus
Dpul	5812	iiLocus
Dpul	10099	piLocus
Dpul	5333	iiLocus
Dpul	1294	piLocus
Dpul	953	iiLocus
Dpul	1818	piLocus
Dpul	16463	iiLocus
Dpul	1309	piLocus
Dpul	4792	piLocus
Dpul	3088	piLocus
Dpul	4672	fiLocus
Dpul	1818	piLocus
Dpul	5912	fiLocus
Dpul	1085	fiLocus
Dpul	3252	piLocus
Dpul	3388	fiLocus
Dpul	34100	fiLocus
Dpul	2047	piLocus
Dpul	1797	fiLocus
Dpul	4181	piLocus
Dpul	3539	fiLocus
Dpul	6207	fiLocus
Dpul	1517	piLocus
Dpul	2308	piLocus
Dpul	5412	fiLocus
Dpul	7657	fiLocus
Dpul	4674	piLocus
Dpul	2587	piLocus
Dpul	14573	piLocus
Dpul	2829	piLocus
Dpul	4398	iiLocus
Dpul	1481	piLocus
Dpul	2150	piLocus
Dpul	3200	iiLocus
Dpul	2852	piLocus
Dpul	1649	piLocus
Dpul	3378	piLocus
Dpul	13801	iiLocus
Dpul	2079	piLocus
Dpul	3232	iiLocus
Dpul	3365	piLocus
Dpul	2408	iiLocus
Dpul	1528	piLocus
Dpul	2701	piLocus
Dpul	1740	piLocus
Dpul	15113	iiLocus
Dpul	2087	piLocus
Dpul	950	iiLocus
Dpul	2173	piLocus
Dpul	16345	iiLocus
Dpul	5014	piLocus
Dpul	5560	piLocus
Dpul	4978	iiLocus
Dpul	2857	piLocus
Dpul	828	iiLocus
Dpul	2505	piLocus
Dpul	1703	piLocus
Dpul	3668	iiLocus
Dpul	1540	piLocus
Dpul	2099	iiLocus
Dpul	7932	piLocus
Dpul	2043	iiLocus
Dpul	1705	piLocus
Dpul	1682	piLocus
Dpul	5469	fiLocus
Dpul	1385	piLocus
Dpul	4997	iiLocus
Dpul	1335	piLocus
Dpul	2193	piLocus
Dpul	5520	fiLocus
Dpul	1036	piLocus
Dpul	6682	fiLocus
Dpul	7713	fiLocus
Dpul	903	piLocus
